title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
FRUITY BEARS - POD JUICE - 100ML,POD JUICE,FRUITY BEARS - POD JUICE - 100ML,$13.99,"Check out Fruity Bears by Pod Juice, a blend of delightfully vibrant gummy bears turned into vape juice to deliver a satisfying vaping experience.
Fruity Bears - Pod Juice - 100mL Features:
• Bottle Capacity: 100mL
• PG: 30%
• VG: 70%
• Formulation: Freebase E-Juice
• Available Nicotine: 0mg, 3mg, 6mg, 12mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,70%,30%,,,https://www.elementvape.com/fruity-bears-pod-juice
FREEZE FRUITY BEARS - POD JUICE - 30ML,POD JUICE,FREEZE FRUITY BEARS - POD JUICE - 30ML,$10.99,"Discover Fruity Bears Freeze by Pod Juice, capturing the delectable flavor of sweet gummy bear chews, enhanced with carefully balanced nicotine salts.
Fruity Bears Freeze - Pod Juice - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt
• Available Nicotine: 55mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,50%,50%,,,https://www.elementvape.com/fruity-bear-freeze-pod-juice-salts
ICED WATERMELON GUMMY - VAPETASIA SALTS - 30ML,VAPETASIA,ICED WATERMELON GUMMY - VAPETASIA SALTS - 30ML,$10.99,"Shop Iced Watermelon Gummy by Vapetasia Salts, juicing a ripe summertime watermelon formed into sweet gummy chews, finished with a splash of menthol.
Iced Watermelon Gummy - Vapetasia Salts - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt
• Available Nicotine: 24mg, 48mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,50%,50%,,,https://www.elementvape.com/iced-watermelon-gummy-vapetasia-salts
WATERMELON GUMMY - VAPETASIA SALTS - 30ML,VAPETASIA,WATERMELON GUMMY - VAPETASIA SALTS - 30ML,$10.99,"Try Watermelon Gummy by Vapetasia Salts, a nicotine salt mixture of deliciously juicy watermelons made into delicious gummy chews to dazzle the taste buds.
Watermelon Gummy - Vapetasia Salts - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt
• Available Nicotine: 24mg, 48mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,50%,50%,,,https://www.elementvape.com/watermelon-gummy-vapetasia-salts
ICED WATERMELON GUMMY - VAPETASIA - 100ML,VAPETASIA,ICED WATERMELON GUMMY - VAPETASIA - 100ML,$13.99,"Shop Iced Watermelon Gummy by Vapetasia, mixing notes of summertime watermelons juiced in delectable gummy chews, finished with a splash of menthol.
Iced Watermelon Gummy - Vapetasia - 100mL Features:
• Bottle Capacity: 100mL
• PG: 30%
• VG: 70%
• Formulation: Freebase E-Juice
• Available Nicotine: 0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,70%,30%,,,https://www.elementvape.com/iced-watermelon-gummy-vapetasia
WATERMELON GUMMY - VAPETASIA - 100ML,VAPETASIA,WATERMELON GUMMY - VAPETASIA - 100ML,$13.99,"Shop Watermelon Gummy by Vapetasia, a delicious eJuice combined by mixing luscious watermelon with delectable gummy chews to tantalize the taste buds.
Watermelon Gummy - Vapetasia - 100mL Features:
• Bottle Capacity: 100mL
• PG: 30%
• VG: 70%
• Formulation: Freebase E-Juice
• Available Nicotine: 0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
Element Vape provides Product Information that includes, but is not limited to, technical specifications, recommendations, and other materials for Customer’s convenience in Customer’s selection of Products. The accuracy or completeness of Product Information is not guaranteed and is subject to change without notice.",,70%,30%,,,https://www.elementvape.com/watermelon-gummy-vapetasia
BLUE RASPBERRY COTTON CANDY - JUS E-LIQUID - 60ML,FIND BRAND,BLUE RASPBERRY COTTON CANDY - JUS E-LIQUID - 60ML,$11.99,"Dive into a bottle of Blue Raspberry Cotton Candy by Jus E-Liquid, creating a delicious eJuice flavored with blue raspberry sugar spun into cotton candy.
Blue Raspberry Cotton Candy - JUS E-Liquid - 60mL Features:
• Bottle Capacity: 60mL
• PG: 30%
• VG: 70%
• Formulation: Freebase E-Liquid
• Available Nicotine: 0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,70%,30%,,,https://www.elementvape.com/blue-raspberry-cotton-candy-jus
RAINBOW ICE - JUS SALTS - 30ML,FIND BRAND,RAINBOW ICE - JUS SALTS - 30ML,$10.99,"Dive into Rainbow Ice by JUS Salts, a nicotine salt blend of sweet confectionary pieces enhanced with menthol so you can feel and taste the rainbow.
Rainbow Ice - JUS Salts - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt Formulation
• Available Nicotine: 35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/rainbow-ice-jus-salts
BLUE RASPBERRY COTTON CANDY - JUS SALTS - 30ML,FIND BRAND,BLUE RASPBERRY COTTON CANDY - JUS SALTS - 30ML,$10.99,"Discover Blue Raspberry Cotton Candy by Jus Salts, a balanced nicotine salt blend featuring blue raspberry sugar spun into mouth-watering cotton candy.
Blue Raspberry Cotton Candy - JUS Salts - 30mL Features:
• Bottle Capacity: 30mL
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salt Formulation
• Available Nicotine: 35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/blue-raspberry-cotton-clouds-jus-salts
MANGO DRANK - RUTHLESS SALTS - 30ML,RUTHLESS,MANGO DRANK - RUTHLESS SALTS - 30ML,$10.99,"Try Mango Drank by Ruthless Salts, featuring a nicotine salt blend of sweet candy infused with juicy mangoes for a tropical and refreshing vape experience.
 Mango Drank - Ruthless Salts - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Fomulation: Nicotine Salts
• Child Resistant Cap
 
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/ruthless-mango-drank-salts
CHERRY DRANK - RUTHLESS SALTS - 30ML,RUTHLESS,CHERRY DRANK - RUTHLESS SALTS - 30ML,$10.99,"Shop Cherry Drank by Ruthless Salts, featuring a nicotine salt formulation of sweet and tart cherry candies that captures the essence of juicy cherries.
Cherry Drank - Ruthless Salts - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Fomulation: Nicotine Salts
• Child Resistant Cap
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,50%,50%,,,https://www.elementvape.com/ruthless-cherry-drank-salts
CHERRY DRANK - RUTHLESS - 100ML,RUTHLESS,CHERRY DRANK - RUTHLESS - 100ML,$13.99,"0Shop Cherry Drank by Ruthless, featuring a delicious blend of sweet and tart cherry candies that captures the essence of juicy cherries to excite the tastebuds.
Cherry Drank - Ruthless - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Fomulation: Freebase Nicotine
• Child Resistant Cap
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,70%,30%,,,https://www.elementvape.com/ruthless-cherry-drank
BERRY DRANK - RUTHLESS - 100ML,RUTHLESS,BERRY DRANK - RUTHLESS - 100ML,$13.99,"Enjoy Berry Drank by Ruthless, featuring a concoction of sweet strawberries, blueberries, and blackberries candy infused into a refreshingly fizzy soda.
Berry Drank - Ruthless - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Fomulation: Freebase Nicotine
• Child Resistant Cap
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,70%,30%,,,https://www.elementvape.com/ruthless-berry-drank
FREEZE RAINBOW - POD JUICE - 30ML,POD JUICE,FREEZE RAINBOW - POD JUICE - 30ML,$10.99,"Discover Rainbow Freeze by Pod Juice, a synthetic nicotine salt blend of oranges, strawberries, grapes, and apples, reminiscent of sweet candies.
Rainbow Freeze - Pod Juice - 30mL Features:
• Capacity: 30mL
• PG: 50%
• VG: 50%
• Fomulation: Synthetic Nicotine Salts
• Made in USA
• Child Resistant Cap
 
Available Options:
35mg, 55mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/rainbow-freeze-pod-juice-salts
FREEZE RAINBOW - POD JUICE - 100ML,POD JUICE,FREEZE RAINBOW - POD JUICE - 100ML,$13.99,"Check out Rainbow Freeze by Pod Juice, capturing the flavors of the rainbow, packed with fruits like apples, oranges, grapes, and strawberries.
Rainbow Freeze - Pod Juice - 100mL Features:
• Capacity: 100mL
• PG: 30%
• VG: 70%
• Fomulation: Synthetic Nicotine
• Made in USA
• Child Resistant Cap
 
Available Options:
0mg, 3mg, 6mg, 12mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/rainbow-freeze-pod-juice
ICE STRAWBERRY ROLLS - CANDY KING ON ICE - 100ML,CANDY KING,ICE STRAWBERRY ROLLS - CANDY KING ON ICE - 100ML,$13.99,"Shop ICE Strawberry Rolls by Candy King On Ice, featuring delicious candied flavors of sweet strawberries enhanced with a splash of refreshing menthol.
ICE Strawberry Rolls - Candy King On Ice - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/iced-strawberry-rolls-candy-king
LYCHEE LUAU - TROPIC KING ON SALT - 30ML,FIND BRAND,LYCHEE LUAU - TROPIC KING ON SALT - 30ML,$10.99,"Shop Lychee Luau by Tropic King On Salt, blending together exotic lychee fruit, crisp pears, and luscious peaches to create a delectable nicotine salt. From the creators of Candy King.
Lychee Luau - Tropic King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/lychee-luau-tropic-king-salts
BATCH - CANDY KING ON SALT - 30ML,CANDY KING,BATCH - CANDY KING ON SALT - 30ML,$10.99,"Check out Batch by Candy King On Salt, featuring a delicious blend of orange, cherry, lemon, and lime into sweetly soured chews, in nicotine salt form.
Batch - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/batch-candy-king-salts
WORMS - CANDY KING ON SALT - 30ML,CANDY KING,WORMS - CANDY KING ON SALT - 30ML,$10.99,"Shop Worms by Candy King On Salt, taking notes of sweet and fruity gummy worms sitting in a pool of premium nicotine salts to delight the tongue.
Worms - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/worms-candy-king-salt
ICED HARD APPLE - CANDY KING ON SALT - 30ML,CANDY KING,ICED HARD APPLE - CANDY KING ON SALT - 30ML,$10.99,"Discover ICED Hard Apple by Candy King On Salt, capturing a blend of crisp apples enhanced with a revitalizing helping of menthol to dazzle the senses.
ICED Hard Apple - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-hard-apple-candy-king-salt
ICED STRAWBERRY ROLLS - CANDY KING ON SALT - 30ML,CANDY KING,ICED STRAWBERRY ROLLS - CANDY KING ON SALT - 30ML,$10.99,"Check out ICED Strawberry Rolls by Candy King On Salt, a delicious blend of frozen strawberries mixed with chewy candy and a gust of refreshing menthol.
ICED Strawberry Rolls - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-strawberry-rolls-candy-king-salts
ICED BERRY DWEEBZ - CANDY KING ON SALT - 30ML,CANDY KING,ICED BERRY DWEEBZ - CANDY KING ON SALT - 30ML,$10.99,"ICED Berry Dweebz by Candy King On Salt, blending together notes of tangy berries and a twist of citrus with a gust of menthol to revive the senses.
ICED Berry Dweebz - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-dweebz-candy-king-salts
ICED WORMS - CANDY KING ON SALT - 30ML,CANDY KING,ICED WORMS - CANDY KING ON SALT - 30ML,$10.99,"Discover ICED Worms by Candy King On Salt, taking mentholated nicotine salts enhanced with the vivid flavors of worm shaped gummies covered in sugar.
ICED Worms - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-worms-candy-king-salts
ICED SWEDISH - CANDY KING ON SALT - 30ML,CANDY KING,ICED SWEDISH - CANDY KING ON SALT - 30ML,$10.99,"Check out ICED Swedish by Candy King On Salt, a nicotine salt base accented with menthol and mixed berries that are reminiscent of fish shaped chews.
ICED Swedish - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-swedish-candy-king-salts
ICED STRAWBERRY WATERMELON BUBBLEGUM - CANDY KING ON SALT - 30ML,CANDY KING,ICED STRAWBERRY WATERMELON BUBBLEGUM - CANDY KING ON SALT - 30ML,$10.99,"Shop ICED Strawberry Watermelon Bubblegum by Candy King On Salt, capturing a blend of frozen strawberries and chilled watermelons in a bubblegum chew.
ICED Strawberry Watermelon Bubblegum - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-strawberry-watermelon-bubblegum-candy-king-salts
ICED PINK SQUARES - CANDY KING ON SALT - 30ML,CANDY KING,ICED PINK SQUARES - CANDY KING ON SALT - 30ML,$10.99,"Discover ICED Pink Squares by Candy King On Salt, mixing together nicotine salts with delicious pink square candies with a healthy serving of menthol.
ICED Pink Squares - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-pink-squares-candy-king-salt
ICED PEACHY RINGS - CANDY KING ON SALT - 30ML,CANDY KING,ICED PEACHY RINGS - CANDY KING ON SALT - 30ML,$10.99,"Check out ICED Peachy Rings by Candy King On Salt, a nicotine salt mixture of luscious peaches and gummy candy with an uplifting helping of menthol.
ICED Peachy Rings - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-peachy-rings-candy-king-salts
ICED LEMON DROPS - CANDY KING ON SALT - 30ML,CANDY KING,ICED LEMON DROPS - CANDY KING ON SALT - 30ML,$10.99,"Shop ICED Lemon Drops by Candy King On Salt, a magnificent nicotine salt blend featuring notes of zesty lemon hard candy with refreshing menthol.
ICED Lemon Drops - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-lemon-drops-candy-king-salts
ICED BELTS STRAWBERRY - CANDY KING ON SALT - 30ML,CANDY KING,ICED BELTS STRAWBERRY - CANDY KING ON SALT - 30ML,$10.99,"Check out ICED Belts Strawberry by Candy King On Salt, a nicotine salt mixture of sweet strawberry and candied gummy belts with a blast of refreshing menthol.
ICED Belts Strawberry - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-belts-candy-king-salts
ICED BATCH - CANDY KING ON SALT - 30ML,CANDY KING,ICED BATCH - CANDY KING ON SALT - 30ML,$10.99,"ICED Batch by Candy King On Salt, a blend of deliciously sour chewy candies dipped in sugar with a refreshing blast of uplifting menthol.
ICED Batch - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/iced-batch-candy-king-salts
GUSH - CANDY KING - 100ML,CANDY KING,GUSH - CANDY KING - 100ML,$13.99,"Shop Gush by Candy King, capturing an assortment of flavors like blueberry, rapsberry, strawberry, green apple, and orange to dazzle the tongue.
Gush - Candy King - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/gush-candy-king
SOUR STRAWS - CANDY KING - 100ML,CANDY KING,SOUR STRAWS - CANDY KING - 100ML,$12.99,"Shop Sour Straws by Candy King, combining notes of sweet tangy blue raspberries with mouth puckering sour candy to create this delicious eJuice.
Sour Straws - Candy King - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/sour-straws-candy-king
JAWS - CANDY KING ON SALT - 30ML,CANDY KING,JAWS - CANDY KING ON SALT - 30ML,$10.99,"Check out Jaws by Candy King On Salt, taking a blend of tangy blue raspberries enhanced with vanilla, recreating the delicious shark gummies of our youth.
Jaws - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/jaws-candy-king-salts
JAWS - CANDY KING - 100ML,CANDY KING,JAWS - CANDY KING - 100ML,$13.99,"Discover Jaws by Candy King, capturing the delicious flavor of sweet blue raspberries with a splash of vanilla cream, reminiscent of shark gummies.
Jaws - Candy King - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/jaws-candy-king
FROZTY YUMMI B - LICKS ROLL UPZ - 100ML,FIND BRAND,FROZTY YUMMI B - LICKS ROLL UPZ - 100ML,$11.99,"Shop Yummi B Frozty by Juice Roll Upz, a synthetic nicotine blend of refreshing menthol with fruity gummy bears to delight and dazzle the taste buds.
Juice Roll Upz - Licks - Yummi B Frozty Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/yummi-b-frozty-licks
ICED WHITE GUMMY - VAPETASIA SALTS - 30ML,VAPETASIA,ICED WHITE GUMMY - VAPETASIA SALTS - 30ML,$10.99,"Discover ICED White Gummy by Vapetasia, a synthetic nicotine blend that incorporates decadent pineapple with menthol in a tropical gummy bear chew.
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Vapetasia Salts - ICED White Gummy Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Nicotine Salt Formulation
Made in USA
Available in 24mg, 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/iced-white-gummy-vapetasia-salts
ICED RAIN BOPS - VAPETASIA SALTS - 30ML,VAPETASIA,ICED RAIN BOPS - VAPETASIA SALTS - 30ML,$10.99,"Check out Iced Rain Bops by Vapetasia, a decadent blend of sweet fruits colored like a rainbow with a splash of uplifting menthol in a nicotine salt blend.
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Vapetasia Salts - ICED Rain Bops Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Nicotine Salt Formulation
Made in USA
Available in 24mg, 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/iced-rain-bops-vapetasia-salts
WHITE GUMMY - VAPETASIA SALTS - 30ML,VAPETASIA,WHITE GUMMY - VAPETASIA SALTS - 30ML,$10.99,"Shop White Gummy by Vapetasia Salts, a nicotine salt mix of tangy tropical pineapples melted into a sweet chewy gummy bear to delight the senses.
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Vapetasia Salts - White Gummy Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Nicotine Salt Formulation
Made in USA
Available in 24mg, 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/white-gummy-vapetasia-salts
