title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
ICED APPLE WATERMELON - CLOUD NURDZ - 100ML,FIND BRAND,ICED APPLE WATERMELON - CLOUD NURDZ - 100ML,$11.99,"ICED Apple Watermelon by Cloud Nurdz is a tastebud-approved, combining mouth-watering flavors of luscious watermelons and crisp apples with a touch of light mentholation to create this delectable juice concoction.
ICED Apple Watermelon - Cloud Nurdz - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Synthetic Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/iced-watermelon-apple-cloud-nurdz
PINK BURST - POD JUICE - 30ML,POD JUICE,PINK BURST - POD JUICE - 30ML,$10.99,"Pink Burst by Pod Juice E-Liquid is a tasteful combination of powerful nicotine salts and strawberry essence, emulating a pink soft candy chew bursting with tastebud-tingling flavor, perfect for your Pod System of choice.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Pod Juice - Pink Burst Features:
30mL Unicorn Bottle 
Child Resistant Cap
50% PG
50% VG
Synthetic Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available Nicotine: 35mg, 55mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/pink-burst-pod-juice
APPLE PEACH SOUR RINGS - THE FINEST CANDY EDITION SALT NIC - 30ML,FIND BRAND,APPLE PEACH SOUR RINGS - THE FINEST CANDY EDITION SALT NIC - 30ML,$10.99,"Apple Peach Sour Rings by by The Finest Nic Salt Series is a tasty blend of luscious peaches paired with mouth-puckering apple in sour chewy candy rings form to create a sweet vape that won't have end in painful fillings or cavities.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Finest SaltNic Series - Peach Sour Rings Features:
30mL Unicorn Bottle
50% PG
50% VG
Made in USA
Manufactured by The Finest
Available nicotine: 30mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/apple-peach-sour-rings-finest-saltnic
STRAW MELON SOUR BELTS - THE FINEST CANDY EDITION SALT NIC - 30ML,FIND BRAND,STRAW MELON SOUR BELTS - THE FINEST CANDY EDITION SALT NIC - 30ML,$10.99,"Strawmelon Sour Belts by The Finest SaltNic Series is a powerful nicotine salt blend, featuring aspects of vine-ripened strawberries paired with juicy watermelons to create a tangy fruit vape that will leave the tastebuds puckered.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
The Finest SaltNic Series - Strawmelon Sour Belts Features:
30mL Unicorn Bottle
50% PG
50% VG
Made in USA
Manufactured by The Finest
Available nicotine: 30mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/strawmelon-sour-belts-finest-saltnic
MIGHTY MINT - VGOD SALTNIC - 30ML,VGOD,MIGHTY MINT - VGOD SALTNIC - 30ML,$10.99,"Mighty Mint by VGOD SaltNic is a cooling mentholated nicotine salt blend, borrowing notes of refreshing wintergreen bubblegum followed by sweet mint overtones for a frigid vaping experience.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
VGOD E-Liquid - Mighty Mint SaltNic Features:
30mL Chubby Unicorn Bottle 
70% PG
30% VG
Made in USA 
Available Nicotine: 25mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/mighty-mint-vgod-saltnic-30ml
BERRY BOMB - VGOD E-LIQUID - 60ML,VGOD,BERRY BOMB - VGOD E-LIQUID - 60ML,$11.99,"Berry Bomb - Sour Strawberry Belt by VGOD E-Liquid is a fruity candy mix of fresh strawberries blended with even more sweet and tart candied strawberries for an explosion of sublime strawberry overload.
VGOD E-Liquid - Sour Strawberry Belt Features:
60mL Chubby Unicorn Bottle 
70% PG
30% VG
Made in USA 
Available Nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/berry-bomb-vgod-e-liquid-60ml
WATERMELON LIME - JUICE HEAD - 100ML,JUICE HEAD,WATERMELON LIME - JUICE HEAD - 100ML,$13.99,"Watermelon Lime by Juice Head is a juice jam packed with flavors, borrowing essences of juicy watermelons paired with sour limes to create a sweet, but tart explosion of flavor. A delicious favorite on our online store.
Watermelon Lime - Juice Head - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/watermelon-lime-juice-head
PINK SQUARES - CANDY KING ON SALT - 30ML,CANDY KING,PINK SQUARES - CANDY KING ON SALT - 30ML,$10.99,"Pink Squares by Candy King On Salt is an recreation of fruity pink square chews with notes of fresh strawberry candy for a reliable all day vape. 
Pink Squares - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/pink-squares-candy-king-on-salt-30ml
PEACHY RINGS - CANDY KING ON SALT - 30ML,CANDY KING,PEACHY RINGS - CANDY KING ON SALT - 30ML,$10.99,"Peachy Rings by Candy King On Salt is a mix of sweet and sour flavors, balanced to recreate a vapable rendition of gummy peach rings from adolescence.
Peachy Rings - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/peachy-rings-candy-king-on-salt-30ml
LEMON DROPS - CANDY KING ON SALT - 30ML,CANDY KING,LEMON DROPS - CANDY KING ON SALT - 30ML,$10.99,"Lemon Drops by Candy King On Salt reinvents the famous sour lemon cand, perfected with the right amount of sugary sweetness to make a balanced vape.
Lemon Drops - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/lemon-drops-candy-king-on-salt-30ml
SWEDISH - CANDY KING ON SALT - 30ML,CANDY KING,SWEDISH - CANDY KING ON SALT - 30ML,$10.99,"Swedish by Candy King On Salt is reminiscent of famous fish-shaped chewy candies from Sweden, juicing mixed berries for a nostalgic vape experience.
Swedish - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/swedish-candy-king-on-salt-30ml
STRAWBERRY WATERMELON BUBBLEGUM - CANDY KING ON SALT - 30ML,CANDY KING,STRAWBERRY WATERMELON BUBBLEGUM - CANDY KING ON SALT - 30ML,$10.99,"Strawberry Watermelon Bubblegum by Candy King On Salt is a salt nicotine blend of sun-ripened strawberries and juicy watermelons to dazzle the taste buds.
Strawberry Watermelon Bubblegum - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/strawberry-watermelon-bubblegum-candy-king-on-salt-30ml
BELTS STRAWBERRY - CANDY KING ON SALT - 30ML,CANDY KING,BELTS STRAWBERRY - CANDY KING ON SALT - 30ML,$10.99,"Belts Strawberry by Candy King On Salt is a fruity nicotine salt blend, borrowing hints of sweet and sour strawberry gummy candy to create a fruity vape.
Belts Strawberry - Candy King On Salt - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
35mg, 50mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/strawberry-belts-candy-king-on-salt-30ml
BERRY RUSH - AIR FACTORY - 60ML,AIR FACTORY,BERRY RUSH - AIR FACTORY - 60ML,$11.99,"Check out Berry Rush by Air Factory, an exotic blend of wild berries, capturing sweetly sour flavors that mix into a delicious eJuice that dazzles the senses.
Air Factory - Berry Rush Features:
60mL Unicorn Bottle
Child Resistant Cap
70% VG
30% PG 
Made in USA
Available Nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/berry-rush-air-factory
LUSH ICE - VGOD SALTNIC - 30ML,VGOD,LUSH ICE - VGOD SALTNIC - 30ML,$10.99,"Lush Ice by VGOD SaltNic is an icy reformulation of their signature watermelon candy flavor infused with a wave of refreshing menthol.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Quick Links:
Vape Pod Systems 
VGOD SaltNic - Lush Ice Features:
30mL Unicorn Bottle
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Manufactured by SaltNic
Made in USA
Available nicotine: 25mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/lush-ice-vgod-saltnic-30ml
LUSCIOUS - VGOD SALTNIC - 30ML,VGOD,LUSCIOUS - VGOD SALTNIC - 30ML,$10.99,"Luscious by VGOD SaltNic is a refreshing and sweet blend of melons, beginning with a blast of watermelon; similar to candy, it is closely followed by a fusion of mixed melons to complete your vaping experience.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Quick Links:
Pod Systems 
VGOD SaltNic - Luscious Features:
30mL Unicorn Bottle
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Manufactured by SaltNic
Made in USA
Available nicotine: 25mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/luscious-vgod-saltnic-30ml
WATERMELON PUNCH - JUICE ROLL-UPZ SALT - 30ML,FIND BRAND,WATERMELON PUNCH - JUICE ROLL-UPZ SALT - 30ML,$10.99,"Watermelon by Juice Roll-Upz SALT is a mouthwatering blend of fresh watermelon slices and sweet pink fruit Roll Upz, bringing balance to sweet fruit and tangy undertones!

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Quick Links:
Vape Pod Mods 
Juice Roll-Upz SALT - Watermelon Features:
30mL Squonk Bottle
Child Resistant Cap
50% VG
50% PG
Synthetic Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available Nicotine: 25mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/watermelon-punch-juice-roll-upz-salt-30ml
STRAWBERRY - JUICE ROLL-UPZ SALT - 30ML,FIND BRAND,STRAWBERRY - JUICE ROLL-UPZ SALT - 30ML,$11.99,"Strawberry by Juice Roll-Upz SALT is brewed to perfection, accentuating an irresistible strawberry candy profile and prepped up with top notch Nic Salts!
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Quick Links:
Vape Pod Mods 
Juice Roll-Upz SALT - Strawberry Features:
30mL Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Synthetic Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available Nicotine: 25mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/strawberry-juice-roll-upz-salt-60ml
GRAPE ICE - JUICE ROLL-UPZ E-LIQUID - 100ML,FIND BRAND,GRAPE ICE - JUICE ROLL-UPZ E-LIQUID - 100ML,$13.99,"Grape ICE by Juice Roll-Upz is a sweet and crisp experience of freshly picked grapes with notes of juicy candy rolls and a blast of cold menthol!
Juice Roll-Upz - Grape on ICE Features:
100mL Glass Bottle
Child Resistant Cap
80% VG
20% PG
Synthetic Nicotine Formulation
Made in USA
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/grape-ice-juice-roll-upz-e-liquid-60ml
WATERMELON PUNCH ICE - JUICE ROLL-UPZ - 100ML,FIND BRAND,WATERMELON PUNCH ICE - JUICE ROLL-UPZ - 100ML,$11.99,"Watermelon ICE by Juice Roll-Upz brings you the thrilling sensation of fruity watermelon flavors embodied with an icy menthol throat kick.
Juice Roll-Upz - Watermelon on ICE Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
80% VG
20% PG
Synthetic Nicotine Formulation
Made in USA
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/watermelon-punch-ice-juice-roll-upz-e-liquid-60ml
BLUE RASPBERRY ICE - JUICE ROLL-UPZ E-LIQUID - 100ML,FIND BRAND,BLUE RASPBERRY ICE - JUICE ROLL-UPZ E-LIQUID - 100ML,$13.99,"Blue Raspberry ICE by Juice Roll-Upz E-Liquid is a soothing experience of bold fruity flavors and coolness, infusing a cool refreshing menthol taste merged with a delicious blue raspberry candy sweetness.
Juice Roll-Upz - Blue Raspberry on ICE Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
80% VG
20% PG
Synthetic Nicotine Formulation
Made in USA
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/blue-raspberry-ice-juice-roll-upz-e-liquid-60ml
BLUE RASPBERRY - POD JUICE - 30ML,POD JUICE,BLUE RASPBERRY - POD JUICE - 30ML,$10.99,"Blue Raspberry by Pod Juice is a sour blue raspberry sour belt candy sprinkled with a layer of sweet sugary goodness. This mouth-quenching flavor is intended for all-day vaping.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Quick Links to Compatible Devices:
Pod Systems 
Pod Juice E-Liquid - Blue Raspberry Features:
30mL Chubby Gorilla Bottle
Nicotine Salts Formulation
50% VG
50% PG
Crafted For Ultra-Low Wattage & Pod-Based System
Available Nicotine: 55mg
Made in USA
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/blue-raspberry-pod-juice
APPLE PEACH SOUR RINGS MENTHOL - THE FINEST CANDY EDITION - 120ML,FIND BRAND,APPLE PEACH SOUR RINGS MENTHOL - THE FINEST CANDY EDITION - 120ML,$14.99,"Apple Peach Sour Rings by Finest Sweet & Sour (formerly Candy Shop E-Liquid) infused a refreshing chill element to the original flavor profile of apple sour rings on the inhale and sugary peach on the exhale.
Candy Shop E-Liquid - Apple Peach Sour Rings on ICE Features:
120mL Chubby Gorilla Bottle
70% VG
30% PG
Made in USA
Manufactured by The Finest E-Liquid
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/apple-peach-sour-rings-on-ice-finest
BLUE-BERRIES LEMON SWIRL MENTHOL - THE FINEST CANDY EDITION - 120ML,FIND BRAND,BLUE-BERRIES LEMON SWIRL MENTHOL - THE FINEST CANDY EDITION - 120ML,$14.99,"Blue-Berries Lemon Swirl on ICE by Finest Sweet & Sour (formerly Candy Shop E-Liquid) infused a refreshing chill element to the original flavor profile of blueberry and blue raspberry on the inhale with a slight undertone of mixed lemon candy on the exhale. The result is a delicious blend so unique it harmonizes sweet, tart, and sour all at the same time.
FInest E-Liquid - Blue-Berries Lemon Swirl on ICE Features:
2 x 60mL Gorilla Bottles
Child Resistant Cap
70% VG
30% PG
Made in USA
Manufactured by The Finest E-Liquid
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/blue-berries-lemon-swirl-on-ice-finest
STRAW MELON SOUR BELTS MENTHOL - THE FINEST CANDY EDITION - 120ML,FIND BRAND,STRAW MELON SOUR BELTS MENTHOL - THE FINEST CANDY EDITION - 120ML,$14.99,"Straw Melon Sour Belts by Finest Sweet & Sour (formerly Candy Shop E-Liquid) infused a refreshing chill element to the original flavor profile of straw melon sour belts, thoughtfully marries the sweetness of strawberries and watermelon.
Candy Shop E-Liquid - Straw Melon Sour Belts on ICE Features:
2 x 60mL Chubby Gorilla Bottle
70% VG
30% PG
Made in USA
Manufactured by The Finest E-Liquid
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/straw-melon-sour-belts-on-ice-finest
SWEET STRAWBERRY - I LOVE SALTS - 30ML,FIND BRAND,SWEET STRAWBERRY - I LOVE SALTS - 30ML,$10.99,"I Love Salts - Sweet Strawberry (Formerly Strawberry Candy) is part of the nic salt collection by Mad Hatter Juice, delivering a sweet-tooth fruity experience with vibrant strawberry notes in a perfect candy form for the ultimate treat.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Quick Links to Compatible Devices:
Ultra Portable Systems
I Love Salts - Sweet Strawberry Features:
30mL Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Synthetic Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Available nicotine: 25mg, 50mg
Made in USA
Manufactured by Mad Hatter Juice
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/strawberry-candy-i-love-salts
PINK SQUARES - CANDY KING - 100ML,CANDY KING,PINK SQUARES - CANDY KING - 100ML,$13.99,"Pink Squares by Candy King presents your favorite pink and chewy square candy in a mouth-watering e-liquid form. Filled with flavors and worthy as an all-day vape.
Pink Squares - Candy King - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/pink-squares-candy-king-ejuice-100ml
PEACHY RINGS - CANDY KING - 100ML,CANDY KING,PEACHY RINGS - CANDY KING - 100ML,$13.99,"Peachy Rings by Candy King presents a delicious recreation of gummy rings blended with the luscious flavor of juiced peaches to uplift the senses.
Peachy Rings - Candy King - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/peachy-rings-candy-king-ejuice-100ml
LEMON DROPS - CANDY KING - 100ML,CANDY KING,LEMON DROPS - CANDY KING - 100ML,$13.99,"Lemon Drops by Candy King delivers a special lemon candy treat that has the optimal balance of tanginess and sweetness that will delight the tongue.
Lemon Drops - Candy King - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 30%
• VG: 70%
• Formulation: Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,70%,30%,,,https://www.elementvape.com/lemon-drops-candy-king-ejuice-100ml
APPLE PEACH SOUR RINGS - THE FINEST CANDY EDITION - 120ML,FIND BRAND,APPLE PEACH SOUR RINGS - THE FINEST CANDY EDITION - 120ML,$14.99,"Apple Peach Sour Rings by Finest Sweet & Sour (formerly Candy Shop E-Liquid) is a balanced fusion of apple sour rings on the inhale and sugary peach on the exhale, the flavor epitomizes the definition of sweet and sour candy in liquid form.
Candy Shop E-Liquid - Apple Peach Sour Rings Features:
2 x 60mL Chubby Gorilla Bottle
70% VG
30% PG
Made in USA
Manufactured by The Finest E-Liquid
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/apple-peach-sour-rings-finest
BLUEBERRY LEMON SWIRL - FINEST SWEET & SOUR - 100ML,FIND BRAND,BLUEBERRY LEMON SWIRL - FINEST SWEET & SOUR - 100ML,$14.99,"Blue-Berries Lemon Swirl by Finest Sweet & Sour (formerly Candy Shop E-Liquid) is a sweet combination of blueberry and blue raspberry on the inhale with a slight undertone of mixed lemon candy on the exhale. The result is a delicious blend so unique it harmonizes sweet, tart, and sour all at the same time.
Candy Shop E-Liquid - Blue-Berries Lemon Swirl Features:
100mL Chubby Gorilla Bottle
70% VG
30% PG
Made in USA
Manufactured by The Finest E-Liquid
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/blue-berries-lemon-swirl-finest
STRAW MELON SOUR BELTS - THE FINEST CANDY EDITION - 120ML,FIND BRAND,STRAW MELON SOUR BELTS - THE FINEST CANDY EDITION - 120ML,$14.99,"Straw Melon Sour Belts by The Finest Sweet & Sour (formerly Candy Shop E-Liquid) is a perfect reimagination of sour candy. Strawberry melon sour belts thoughtfully marries the sweetness of strawberries and watermelon.
Candy Shop E-Liquid - Straw Melon Sour Belts Features:
2 x 60mL Chubby Gorilla Bottle
70% VG
30% PG
Made in USA
Manufactured by The Finest E-Liquid
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/straw-melon-sour-belts-finest
GRAPE - JAM MONSTER LIQUIDS - 100ML,FIND BRAND,GRAPE - JAM MONSTER LIQUIDS - 100ML,$13.99,"Grape by Jam Monster is the fourth edition of the ultimate wake and vape jam series, featuring a fluffy bread toast spread with rich butter and a smear of bold grape jam. 
Grape - Jam Monster Features:
• Capacity: 100mL Unicorn Bottle
• PG: 25%
• VG: 75%
• Formulation: Synthetic Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,75%,25%,,,https://www.elementvape.com/grape-jam-monster
STRAWBERRY BLAST - BSX SERIES - 60ML,FIND BRAND,STRAWBERRY BLAST - BSX SERIES - 60ML,$11.99,"Strawberry Blast is part of the sensational Basix Series from the creators of Glas Vapor E-Liquid, presenting a gummy bear twist to a classic strawberry sour belt flavor supremely balanced between sweet, sour, and fruitiness.
Glas Vapor Basix Series - Strawberry Blast Features:
60mL Unicorn Bottle
Dropper In Bottle
70% VG
30% PG
Made in USA
Available Nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/basix-strawberry-blast-glas
BUTTERSCOTCH RESERVE - BSX SERIES - 60ML,FIND BRAND,BUTTERSCOTCH RESERVE - BSX SERIES - 60ML,$11.99,"Butterscotch Reserve is part of the sensational Basix Series from the creators of Glas Vapor E-Liquid, introducing the first tobacco flavor from the highly recognizable brand with the addition of rich butterscotch and caramel component.
Glas Vapor Basix Series - Butterscotch Features:
60mL Unicorn Bottle
Dropper In Bottle
70% VG
30% PG
Made in USA
Available Nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/basix-butterscotch-reserve-glas
