tag,main_brand,product,display_type,color_display,touch_screen,curved_screen,battery_indicator,eliquid_indicator,smart_display,digital_display,hd_display,animated,backlit,url
lost-vape-orion-bar-7500-blue-razz-honeydew,Lost Vape Orion Bar 7500,Blue Razz Honeydew,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-blue-razz-honeydew
kado-bar-br5000-classic-tobacco,Kado Bar BR5000,Classic Tobacco,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-classic-tobacco
rabbeats-rc10000-touch-blue-razz-ice,,Blue Razz Ice,True,False,True,False,True,True,True,False,False,False,False,https://getpop.co/products/rabbeats-rc10000-touch-blue-razz-ice
eb-design-te6000-blue-razz-ice,,Blue Razz Ice 4%,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/eb-design-te6000-blue-razz-ice
raz-ca6000-blue-raz-ice,,Blue Raz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/raz-ca6000-blue-raz-ice
hyde-retro-rave-recharge-blue-razz-cloudz,Hyde,Blue Razz Cloudz,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-retro-rave-recharge-blue-razz-cloudz
squid-1600-clear,Squid 1.6K,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/squid-1600-clear
fifty-bar-6500-blueberry-cereal-donut-milk,,Blueberry Cereal Donut Milk,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fifty-bar-6500-blueberry-cereal-donut-milk
vgod-pod-1500-cubano,VGOD Pod 1500,Cubano,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/vgod-pod-1500-cubano
fume-ultra-clear,Fume Ultra 2500,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-ultra-clear
pod-pocket-7500-clear-emerald,,Clear Emerald,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/pod-pocket-7500-clear-emerald
eb-design-bc5000-cranberry-grape,EB Design BC5000,Cranberry Grape,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-cranberry-grape
handshake-15k-pod-apple-gummies,,Apple Gummies,False,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/handshake-15k-pod-apple-gummies
fogx-box-6000-apple-juice,Fog X Box 6000,Apple Juice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fogx-box-6000-apple-juice
svl-bx12000-bubblegum-gummy-bear-1,,Bubblegum Gummy Bear,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/svl-bx12000-bubblegum-gummy-bear-1
puff-flow-aloe-grape,Puff Flow,Aloe Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-flow-aloe-grape
air-bar-diamond-500-blueberry-custard,Air Bar Diamond 500,Blueberry Custard,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-blueberry-custard
block-6000-clear,Block 6000,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/block-6000-clear
pod-juice-salt-cola-ice,Pod Juice Salt,Cola Freeze,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-cola-ice
hyde-iq-recharge-blue-drink,Hyde,Blue Drink,True,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-iq-recharge-blue-drink
hyde-edge-recharge-blueberry,Hyde,Blueberry / Really Blueberry,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-recharge-blueberry
7-daze-reds-apple-salt-apple-iced,,Apple Iced,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/7-daze-reds-apple-salt-apple-iced
kado-bar-pod-king-pk5000-blue-razz-pomo,,Blue Razz Pomo,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-pod-king-pk5000-blue-razz-pomo
fume-extra-coffee-tobacco,Fume Extra,Coffee Tobacco,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-coffee-tobacco
hqd-cuvie-bar-7000-cranberry-grape,HQD Cuvie Bar 7000,Cranberry Grape,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-bar-7000-cranberry-grape
hqd-cuvie-air-cotton-candy,HQD Cuvie,Cotton Candy,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-air-cotton-candy
north-ft12000-blueberry-lemon,,Blueberry Lemon,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-blueberry-lemon
lost-vape-orion-bar-7500-blue-cotton-candy,Lost Vape Orion Bar 7500,Blue Cotton Candy,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-blue-cotton-candy
foodgod-zero-cafe-tabac,Foodgod Zero,Cafe Tabac 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/foodgod-zero-cafe-tabac
raz-dc25000-cherry-strapple,,Cherry Strapple,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-dc25000-cherry-strapple
hyde-x-3000-blue-razz-ice,Hyde,Blue Razz Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hyde-x-3000-blue-razz-ice
fume-infinity-plus-4500-cuban-tobacco-1,,Cuban Tobacco,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/fume-infinity-plus-4500-cuban-tobacco-1
elf-bar-bc5000-beach-day,Elf Bar BC5000,Beach Day,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-beach-day
digiflavor-x-geek-bar-lush-20k-blue-razz-ice,,Blue Razz Ice,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/digiflavor-x-geek-bar-lush-20k-blue-razz-ice
air-bar-diamond-500-berries-punch,Air Bar Diamond 500,Berries Punch,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-berries-punch
kado-bar-br5000-chilled-aloe-mango,Kado Bar BR5000,Chilled Aloe Mango,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-chilled-aloe-mango
lost-mary-bm5000-blueberry-raspberry-cherry,,Blueberry Raspberry Cherry 3%,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-mary-bm5000-blueberry-raspberry-cherry
eb-design-bc5000-frozen-creamsicle,EB Design BC5000,Frozen Creamsicle / Snoow Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-frozen-creamsicle
space-mary-sm8000-bubblegang-berry-1,,Bubblegang Berry,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/space-mary-sm8000-bubblegang-berry-1
lost-mary-os5000-berry-cherry-1,Lost Mary OS5000,Berry Cherry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-berry-cherry-1
north-ft12000-cool-mint,,Cool Mint,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-cool-mint
fume-ultra-fresh-lychee,Fume Ultra 2500,Fresh Lychee,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-ultra-fresh-lychee
elf-bar-pod-king-xc5000-bubble-berry,Elf Bar x Pod King XC5000,Bubble Berry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-pod-king-xc5000-bubble-berry
air-bar-diamond-box-20000-clear-1,,Clear,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-clear-1
hyde-n-bar-mini-dewberry,Hyde N-Bar Mini 2500,Dewberry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-mini-dewberry
elf-bar-airo-max-5000-cool-mint,Elf Bar Airo Max 5000,Cool Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/elf-bar-airo-max-5000-cool-mint
raz-ca6000-crushed-berries,,Crushed Berries,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/raz-ca6000-crushed-berries
fume-infinity-fresh-vanilla,Fume Infinity 3500,Fresh Vanilla,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-fresh-vanilla
air-bar-mini-2000-classic-tobacco,Air Bar Mini 2000,Classic Tobacco,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-mini-2000-classic-tobacco
eb-design-bc5000-coffee-tobacco,EB Design BC5000,Coffee Tobacco / Kopi Tobacco,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-coffee-tobacco
fume-eternity-20000-clear,,Clear,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/fume-eternity-20000-clear
air-bar-nex-6500-clear,Air Bar Nex 6500,Clear,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-clear
flum-float-3000-clear,Flum Float 3000,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-float-3000-clear
kado-bar-pod-king-pk5000-black-ice,,Black Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-pod-king-pk5000-black-ice
kado-bar-br5000-elderberry-mint,Kado Bar BR5000,Elderberry Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-elderberry-mint
lost-mary-os5000-black-mint,Lost Mary OS5000,Black Mint / Blackberry Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-black-mint
eb-design-te6000-autumn,,Autumn 4%,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/eb-design-te6000-autumn
air-bar-diamond-500-blue-razz-ice,Air Bar Diamond 500,Blue Razz Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-blue-razz-ice
geek-bar-pulse-15000-blue-razz-ice-1,,Blue Razz Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-blue-razz-ice-1
puff-flow-blueberry-ice,Puff Flow,Blueberry Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-flow-blueberry-ice
vgod-saltnic-cubano-50mg,VGOD SaltNic,Cubano 5%,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/vgod-saltnic-cubano-50mg
flum-pebble-6000-blueberry-mint,Flum Pebble 6000,Blueberry Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-blueberry-mint
monster-bars-3500-blueberry-raspberry-lemon,Monster Bars 3500,Blueberry Raspberry Lemon,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/monster-bars-3500-blueberry-raspberry-lemon
zyn-cinnamon,,Cinnamon,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/zyn-cinnamon
lost-mary-bm5000-cranberry-soda,,Cranberry Soda 3%,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-mary-bm5000-cranberry-soda
pop-hit-bar-4000-banana-ice,Pop HIT Bar 4000,Banana Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-banana-ice
kado-bar-kb10000-brain-freeze-1,,Brain Freeze,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/kado-bar-kb10000-brain-freeze-1
pop-hit-solo-5500-chilled-watermelon,Pop HIT Solo 5500,Chilled Watermelon,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-solo-5500-chilled-watermelon
hyde-pod-juice-salt-blue-razz-freeze,Hyde,Blue Razz Freeze,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-pod-juice-salt-blue-razz-freeze
air-bar-atron-5000-coffee,,Coffee,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-atron-5000-coffee
fume-infinity-desert-breeze,Fume Infinity 3500,Desert Breeze,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-desert-breeze
qit-bubble-gum,,Bubble Gum,False,True,False,False,False,False,False,False,False,False,False,https://getpop.co/products/qit-bubble-gum
geek-bar-meloso-max-9000-clear,,Clear,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/geek-bar-meloso-max-9000-clear
block-6000-cranberry-grape,Block 6000,Cranberry Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/block-6000-cranberry-grape
lost-mary-mo5000-berry-cake,Lost Mary MO5000,Berry Cake,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-berry-cake
packspod-5000-blow-pop,,Blow Pop,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/packspod-5000-blow-pop
tyson-2-0-heavy-weight-7000-blue-razz,,Blue Razz,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-blue-razz
hqd-cuvie-plus-2-0-beach-day,HQD Cuvie Plus,Beach Day,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-2-0-beach-day
air-bar-diamond-500-cactus-lime-1,Air Bar Diamond 500,Cactus Lime,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-cactus-lime-1
air-bar-box-3000-by-nkd100-cherry-kiwi,Air Bar Box 3000,Cherry Kiwi,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-box-3000-by-nkd100-cherry-kiwi
smok-spaceman-prism-20k-berry-cake,SMOK,Berry Cake,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-berry-cake
air-bar-ab5000-black-ice-1,,Black Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-ab5000-black-ice-1
geek-bar-pulse-15000-berry-bliss-1,,Berry Bliss (Cancer),True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-berry-bliss-1
kado-bar-kb10000-frozen-red-apple,,Frozen Red Apple,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/kado-bar-kb10000-frozen-red-apple
kado-bar-pouches-aloe-mango-mint,,Aloe Mango Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/kado-bar-pouches-aloe-mango-mint
air-bar-box-3000-by-nkd100-blue-razz-ice,Air Bar Box 3000,Blue Razz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-box-3000-by-nkd100-blue-razz-ice
hqd-cuvie-bar-7000-clear,HQD Cuvie Bar 7000,Clear,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-bar-7000-clear
hqd-cuvie-plus-black-dragon,HQD Cuvie Plus,Black Dragon,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-black-dragon
fume-infinity-apple-peach,Fume Infinity 3500,Apple Peach,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-apple-peach
eb-design-bc5000-cherry-lemon-mint,EB Design BC5000,Cherry Lemon Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-cherry-lemon-mint
fume-extra-desert-breeze,Fume Extra,Desert Breeze,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-desert-breeze
lost-vape-orion-bar-7500-double-apple-ice,Lost Vape Orion Bar 7500,Double Apple Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-double-apple-ice
pod-juice-salt-bangin-blue-razz,Pod Juice Salt,Bangin' Blue Razz (Jolly Blue Razz),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-bangin-blue-razz
pop-hit-extra-3000-tfn-chilled-watermelon,Pop HIT Extra,Chilled Watermelon,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-extra-3000-tfn-chilled-watermelon
hqd-cuvie-air-frozen-choco,HQD Cuvie,Frozen Choco,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-air-frozen-choco
fume-ultra-apple-candy-1,Fume Ultra 2500,Apple Candy,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-ultra-apple-candy-1
fifty-bar-6500-butterbean-1,,Butterbean (Butterscotch Custard),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fifty-bar-6500-butterbean-1
elf-bar-airo-max-5000-cherry-lemonade,Elf Bar Airo Max 5000,Cherry Lemonade,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/elf-bar-airo-max-5000-cherry-lemonade
fume-infinity-blueberry-lemonade,Fume Infinity 3500,Blueberry Lemonade,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-blueberry-lemonade
pop-hit-extra-3000-tfn-blackberry-strawberry,Pop HIT Extra,Blackberry Strawberry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-extra-3000-tfn-blackberry-strawberry
bidi-stick-500-dawn,Bidi Stick 500,Dawn,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bidi-stick-500-dawn
air-bar-diamond-box-20000-arctic-icy-1,,Arctic Icy,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-arctic-icy-1
oxbar-magic-maze-pro-10k-blue-razz-1,,Blue Razz,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/oxbar-magic-maze-pro-10k-blue-razz-1
lost-mary-mo5000-cherry-lemon,Lost Mary MO5000,Cherry Lemon,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-cherry-lemon
hyde-edge-recharge-cherry-peach-lemonade,Hyde,Cherry Peach Lemonade,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-recharge-cherry-peach-lemonade
fogx-box-6000-aloe-berry,Fog X Box 6000,Aloe Berry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fogx-box-6000-aloe-berry
elf-bar-pod-king-xc5000-fcuking-fab,Elf Bar x Pod King XC5000,Fcuking Fab,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-pod-king-xc5000-fcuking-fab
fume-infinity-blue-razz,Fume Infinity 3500,Blue Razz,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-blue-razz
elf-bar-zero-bc5000-blue-razz-ice,,Blue Razz Ice 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-zero-bc5000-blue-razz-ice
fume-ultra-cotton-candy,Fume Ultra 2500,Cotton Candy,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-ultra-cotton-candy
hyppe-max-air-caramel-ice-cream,Hyppe Max Air 5000,Caramel Ice Cream,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hyppe-max-air-caramel-ice-cream
eb-design-bc5000-clear,EB Design BC5000,Clear,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-clear
7-daze-ohmlet-7000-blueberry-peach,7 Daze Ohmlet 7000,Blueberry Peach,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/7-daze-ohmlet-7000-blueberry-peach
hyde-edge-rave-recharge-banana-ice,Hyde,Banana Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-rave-recharge-banana-ice
fogx-box-6000-blue-razz-ice,Fog X Box 6000,Blue Razz Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fogx-box-6000-blue-razz-ice
flum-float-3000-aloe-mango-melon-ice,Flum Float 3000,Aloe Mango Melon Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-float-3000-aloe-mango-melon-ice
rabbeats-rc10000-touch-citrus-grape,,Citrus Grape,True,False,True,False,True,True,True,False,False,False,False,https://getpop.co/products/rabbeats-rc10000-touch-citrus-grape
eb-design-bc5000-blueberry-pom-ice,EB Design BC5000,Blueberry Pom Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-blueberry-pom-ice
air-bar-nex-6500-blueberry-raspberry-ice,Air Bar Nex 6500,Blueberry Raspberry Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-blueberry-raspberry-ice
pod-juice-hyde-iq-5000-bomb-berry-popsicle-ice,Pod Juice x Hyde IQ 5000,Bomb Berry Popsicle Ice,True,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-hyde-iq-5000-bomb-berry-popsicle-ice
fume-extra-clear,Fume Extra,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-clear
raz-dc25000-blue-raz-ice,,Blue Raz Ice,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-dc25000-blue-raz-ice
kado-bar-kb10000-frozen-peaches,,Frozen Peaches,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/kado-bar-kb10000-frozen-peaches
lost-vape-orion-bar-7500-apple-cotton-candy,Lost Vape Orion Bar 7500,Apple Cotton Candy,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-apple-cotton-candy
lost-mary-os5000-blue-razz-ice,Lost Mary OS5000,Blue Razz Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-blue-razz-ice
oxbar-magic-maze-pro-10k-clear-emerald-1,,Clear Emerald,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/oxbar-magic-maze-pro-10k-clear-emerald-1
pop-hit-bar-4000-zero-banana-ice,Pop HIT Bar 4000,Banana Ice 0%,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-zero-banana-ice
tyson-round-2-frozen-mango,,Frozen Mango,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-frozen-mango
geek-bar-meloso-mini-1500-alaskan-mint-1,,Alaskan Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/geek-bar-meloso-mini-1500-alaskan-mint-1
custard-monster-salt-banana-custard,Custard Monster Salt,Banana Custard,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/custard-monster-salt-banana-custard
hyde-n-bar-mini-coconut-crumble,Hyde N-Bar Mini 2500,Coconut Crumble,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-mini-coconut-crumble
lucy-breakers-apple-cider,,Apple Cider,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lucy-breakers-apple-cider
fume-infinity-plus-4500-blueberry-guava-1,,Blueberry Guava,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/fume-infinity-plus-4500-blueberry-guava-1
digiflavor-x-geek-bar-lush-20k-banana-coconut,,Banana Coconut,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/digiflavor-x-geek-bar-lush-20k-banana-coconut
fifty-bar-6500-aloe-grapple-watermelon,,Aloe Grapple Watermelon,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fifty-bar-6500-aloe-grapple-watermelon
esco-bars-mesh-2500-blue-raspberry-lemon,Esco Bars Mesh 2500,Blue Raspberry Lemon,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-blue-raspberry-lemon
flum-pebble-6000-aloe-grape,Flum Pebble 6000,Aloe Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-aloe-grape
air-bar-diamond-box-20000-alaskan-mint-1,,Alaskan Mint,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-alaskan-mint-1
air-bar-diamond-500-arctic-icy-1,Air Bar Diamond 500,Arctic Icy,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-arctic-icy-1
rare-palm-10000-blue-raz-ice-1,,Blue Raz Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/rare-palm-10000-blue-raz-ice-1
elux-cyberover-18000-black-dragon,,Black Dragon,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/elux-cyberover-18000-black-dragon
pop-hit-bar-4000-zero-blue-raz-slushy,Pop HIT Bar 4000,Blue Raz Slushy 0%,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-zero-blue-raz-slushy
hyde-n-bar-caribbean-colada,Hyde,Caribbean Colada,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-caribbean-colada
north-ft12000-dirty-strawberry,,Dirty Strawberry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-dirty-strawberry
hqd-cuvie-plus-black-diamond-1,HQD Cuvie Plus,Black Diamond,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-black-diamond-1
packspod-5000-flavorless,,Flavorless,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/packspod-5000-flavorless
air-bar-diamond-500-energy-drinks,Air Bar Diamond 500,Energy Drinks,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-energy-drinks
elf-bar-bc5000-black-winter,Elf Bar BC5000,Black Winter (Black Ice),False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-black-winter
hyde-edge-recharge-blue-razz-ice,Hyde,Blue Razz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-recharge-blue-razz-ice
air-bar-nex-6500-blackberry-ice,Air Bar Nex 6500,Blackberry Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-blackberry-ice
lost-mary-os5000-banana-duo-ice-1,Lost Mary OS5000,Banana Duo Ice 5%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-banana-duo-ice-1
rare-mega-5000-mesh-blackberry-strawberry,Rare Mega 5000 Mesh,Blackberry Strawberry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/rare-mega-5000-mesh-blackberry-strawberry
north-5000-cherry-cola-3-percent,,Cherry Cola 3%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/north-5000-cherry-cola-3-percent
lost-mary-os5000-blueberry-raspberry-peach-4-percent,Lost Mary OS5000,Blueberry Raspberry Peach 4%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-blueberry-raspberry-peach-4-percent
puff-plus-clear,Puff Plus,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-plus-clear
fume-infinity-cuban-tobacco,Fume Infinity 3500,Cuban Tobacco,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-cuban-tobacco
lost-mary-mo5000-energy,Lost Mary MO5000,Energy,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-energy
eb-create-bc5000-thermal-edition-blackberry-cherry-1,,Blackberry Cherry,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-create-bc5000-thermal-edition-blackberry-cherry-1
air-bar-nex-6500-california-cherry-1,Air Bar Nex 6500,California Cherry,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-california-cherry-1
air-bar-diamond-box-20000-dragon-fruit-berries-1,,Dragon Fruit Berries,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-dragon-fruit-berries-1
hyde-n-bar-bananas-and-cream,Hyde,Bananas and Cream,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-bananas-and-cream
