tag,main_brand,product,display_type,color_display,touch_screen,curved_screen,battery_indicator,eliquid_indicator,smart_display,digital_display,hd_display,animated,backlit,url
north-5000-clear-3-percent,,Clear 3%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/north-5000-clear-3-percent
smok-spaceman-prism-20k-dark-grapefruit,SMOK,Dark Grapefruit,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-dark-grapefruit
pop-pro-chilled-watermelon,Pop Pro,Chilled Watermelon,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/pop-pro-chilled-watermelon
hyde-n-bar-aloe-grape,Hyde,Aloe Grape,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-aloe-grape
fume-infinity-blueberry-c-c,Fume Infinity 3500,Blueberry C C,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/fume-infinity-blueberry-c-c
hyppe-max-flow-supreme-cola-freeze,Hyppe Max Flow,Cola Freeze (Red),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-supreme-cola-freeze
uwell-caliburn-ak2-classic-black,UWELL,Caliburn AK2 (Classic Black),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/uwell-caliburn-ak2-classic-black
tyson-round-2-frozen-banana-1,,Frozen Banana,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-frozen-banana-1
esco-bars-mesh-2500-fiji-melons-ice,Esco Bars Mesh 2500,Fiji Melons Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-fiji-melons-ice
puff-plus-aloe-mango-berry,Puff Plus,Aloe Mango Berry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-plus-aloe-mango-berry
raz-tn9000-cactus-jack-1,,Cactus Jack,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-tn9000-cactus-jack-1
flum-pebble-6000-cherry-berry,Flum Pebble 6000,Cherry Berry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-cherry-berry
packspod-5000-black-cherry-gelato,,Black Cherry Gelato (Cherry Pop),False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/packspod-5000-black-cherry-gelato
eb-design-bc5000-cranberry-punch,EB Design BC5000,Cranberry Punch / Cranberry Puncher,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-cranberry-punch
air-bar-ab10000-blue-razz-ice-1,,Blue Razz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-ab10000-blue-razz-ice-1
lost-mary-os5000-cranberry-kiwi,Lost Mary OS5000,Cranberry Kiwi,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-cranberry-kiwi
elf-bar-bc5000-ultra-blue-cotton-candy,Elf Bar BC5000,Blue Cotton Candy,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-ultra-blue-cotton-candy
air-bar-diamond-500-banana-ice,Air Bar Diamond 500,Banana Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-banana-ice
pod-juice-salt-berry-watermelon,Pod Juice Salt,Berry Watermelon (Ice),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-berry-watermelon
pop-hit-bar-4000-classic-tobacco,Pop HIT Bar 4000,Classic Tobacco,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-classic-tobacco
esco-bars-mesh-2500-clear,Esco Bars Mesh 2500,Clear,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-clear
pod-juice-salt-blue-razz-jam,Pod Juice Salt,Blue Razz Jam,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-blue-razz-jam
north-ft12000-blueberry-pomegranate,,Blueberry Pomegranate,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-blueberry-pomegranate
digiflavor-x-geek-bar-lush-20k-berry-bomb,,Berry Bomb,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/digiflavor-x-geek-bar-lush-20k-berry-bomb
air-bar-lux-cola-ice,Air Bar Lux,Cola Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-lux-cola-ice
orgnx-disposable-cold-brew-coffee,ORGNX 4000,Cold Brew Coffee,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/orgnx-disposable-cold-brew-coffee
kado-bar-br5000-apple-berry-crisp,Kado Bar BR5000,Apple Berry Crisp,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/kado-bar-br5000-apple-berry-crisp
lost-mary-os5000-cherry-cola,Lost Mary OS5000,Cherry Cola,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-cherry-cola
pop-hit-salt-chilled-banana,Pop Hit Salt,Chilled Banana,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pop-hit-salt-chilled-banana
orgnx-disposable-aloe-mango,ORGNX 4000,Aloe Mango,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/orgnx-disposable-aloe-mango
hyde-edge-rave-recharge-caribbean-colada,Hyde,Caribbean Colada,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-rave-recharge-caribbean-colada
lost-vape-lightrise-tb-18k-blue-cotton-candy,,Blue Cotton Candy,True,False,True,False,True,True,True,False,False,False,False,https://getpop.co/products/lost-vape-lightrise-tb-18k-blue-cotton-candy
pod-mesh-flo-frozen-strawberry,Pod Mesh FLO,Frozen Strawberry,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-mesh-flo-frozen-strawberry
air-bar-nex-6500-cool-mint,Air Bar Nex 6500,Cool Mint,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-cool-mint
elf-bar-airo-max-5000-cranberry-grape,Elf Bar Airo Max 5000,Cranberry Grape,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/elf-bar-airo-max-5000-cranberry-grape
monster-bars-max-banana-custard,Monster Bars Max 6000,Banana Custard,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/monster-bars-max-banana-custard
pod-juice-salt-churros,Pod Juice Salt,Churros,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-churros
esco-bars-mesh-6000-citrus-circus,Esco Bars Mesh 6000,Citrus Circus,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-6000-citrus-circus
pod-mesh-flo-frozen-cola,Pod Mesh FLO,Frozen Cola,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-mesh-flo-frozen-cola
esco-bars-mesh-2500-cotton-candy,Esco Bars Mesh 2500,Cotton Candy,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-cotton-candy
flum-pebble-6000-cranberry-grape,Flum Pebble 6000,Cranberry Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-cranberry-grape
fume-ultra-black-ice,Fume Ultra 2500,Black Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-ultra-black-ice
air-bar-diamond-box-20000-blueberry-watermelon-1,,Blueberry Watermelon,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-blueberry-watermelon-1
tyson-round-2-frozen-blueberry,,Frozen Blueberry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-frozen-blueberry
bidi-stick-500-classic,Bidi Stick 500,Classic,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bidi-stick-500-classic
hyde-iq-recharge-frozen-banana,Hyde,Frozen Banana,True,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-iq-recharge-frozen-banana
lost-vape-lightrise-tb-18k-blue-mint,,Blue Mint,True,False,True,False,True,True,True,False,False,False,False,https://getpop.co/products/lost-vape-lightrise-tb-18k-blue-mint
fume-extra-bubblegum,Fume Extra,Bubblegum,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-extra-bubblegum
pop-hit-extra-3000-tfn-chilled-blue-raz,Pop HIT Extra,Chilled Blue Raz,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-extra-3000-tfn-chilled-blue-raz
raz-ca6000-dragon-fruit-lemonade,,Dragon Fruit Lemonade,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/raz-ca6000-dragon-fruit-lemonade
hqd-cuvie-bar-7000-black-dragon,HQD Cuvie Bar 7000,Black Dragon,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-bar-7000-black-dragon
rama-16000-blueberry-lemon,,Blueberry Lemon,True,False,True,False,True,True,True,False,False,True,False,https://getpop.co/products/rama-16000-blueberry-lemon
hyde-n-bar-blue-razz-lemonade,Hyde,Blue Razz Lemonade,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-blue-razz-lemonade
lost-mary-bm5000-cherry-peach-lemonade,,Cherry Peach Lemonade 3%,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-mary-bm5000-cherry-peach-lemonade
eb-create-bc5000-thermal-edition-cherry-dragonfruit-1,,Cherry Dragonfruit,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-create-bc5000-thermal-edition-cherry-dragonfruit-1
orgnx-salt-apple-ice,ORGNX Salt,Apple Ice,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/orgnx-salt-apple-ice
geek-bar-b5000-clear-1,Geek Bar B5000,Clear,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/geek-bar-b5000-clear-1
geek-bar-pulse-15000-frozen-watermelon,,Frozen Watermelon,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-frozen-watermelon
lost-mary-os5000-clear-4-percent,Lost Mary OS5000,Clear 4%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-clear-4-percent
bliss-bar-5000-blueberry-raspberry,Bliss Bar 5000,Blueberry Raspberry,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bliss-bar-5000-blueberry-raspberry
stig-xl-dry-tobacco,STIG,Dry Tobacco,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/stig-xl-dry-tobacco
hyde-iq-recharge-blue-razz,Hyde,Blue Razz,True,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hyde-iq-recharge-blue-razz
space-mary-sm8000-blue-razz-1,,Blue Razz,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/space-mary-sm8000-blue-razz-1
geek-bar-b5000-berry-trio-ice,Geek Bar B5000,Berry Trio Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/geek-bar-b5000-berry-trio-ice
lost-vape-orion-bar-7500-cafe-mocha,Lost Vape Orion Bar 7500,Cafe Mocha,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-cafe-mocha
hqd-cuvie-plus-bubblewater,HQD Cuvie Plus,Bubblewater,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-bubblewater
geek-bar-pulse-x-25k-blue-rancher,,Blue Rancher,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-x-25k-blue-rancher
smok-novo-bar-al6000-clear,SMOK,Clear,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/smok-novo-bar-al6000-clear
north-ft12000-blue-slurpie,,Blue Slurpie,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-blue-slurpie
air-bar-diamond-box-20000-cool-mint-1,,Cool Mint,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-cool-mint-1
esco-bars-mesh-6000-bahama-mama,Esco Bars Mesh 6000,Bahama Mama,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-6000-bahama-mama
air-bar-diamond-500-apple-cream,Air Bar Diamond 500,Apple Cream,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-apple-cream
lucy-breakers-berry-citrus,,Berry Citrus,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lucy-breakers-berry-citrus
geek-bar-pulse-x-25k-blackberry-b-pop,,Blackberry B-Pop,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-x-25k-blackberry-b-pop
hqd-cuvie-plus-2-0-cherry-cola,HQD Cuvie Plus,Cherry Cola,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-2-0-cherry-cola
the-milk-salt-cinnamon-milk,,Cinnamon Milk,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/the-milk-salt-cinnamon-milk
air-bar-nex-6500-blue-razz-ice,Air Bar Nex 6500,Blue Razz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-nex-6500-blue-razz-ice
air-bar-ab5000-blue-razz-ice-1,,Blue Razz Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-ab5000-blue-razz-ice-1
lost-mary-mt15000-turbo-blue-razz-ice-1,,Blue Razz Ice,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mt15000-turbo-blue-razz-ice-1
hyde-edge-rave-recharge-berry-ice-cream,Hyde,Berry Ice Cream,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-edge-rave-recharge-berry-ice-cream
uwell-caliburn-ak2-graphite-gray,UWELL,Caliburn AK2 (Graphite Gray),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/uwell-caliburn-ak2-graphite-gray
north-ft12000-bahama-bliss,,Bahama Bliss,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-bahama-bliss
north-ft12000-blue-crystal,,Blue Crystal,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-blue-crystal
puff-plus-blueberry-ice,Puff Plus,Blueberry Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-plus-blueberry-ice
rama-16000-blueberry-mint,,Blueberry Mint,True,False,True,False,True,True,True,False,False,True,False,https://getpop.co/products/rama-16000-blueberry-mint
eb-design-bc5000-beach-day,EB Design BC5000,Beach Day,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/eb-design-bc5000-beach-day
smok-spaceman-prism-20k-cherry-bomb,SMOK,Cherry Bomb,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-cherry-bomb
bliss-bar-5000-cupids-arrow,Bliss Bar 5000,Cupid's Arrow,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/bliss-bar-5000-cupids-arrow
hqd-cuvie-plus-berry-and-milk-1,HQD Cuvie Plus,Berry and Milk,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-berry-and-milk-1
pop-hit-bar-4000-bubblegum,Pop HIT Bar 4000,Bubblegum,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-bubblegum
pod-juice-salt-blueberry-muffin,Pod Juice Salt,Blueberry Muffin,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-blueberry-muffin
hyde-x-3000-apple-peach-watermelon,Hyde,Apple Peach Watermelon,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hyde-x-3000-apple-peach-watermelon
hqd-cuvie-plus-2-0-cherry-kiss,HQD Cuvie Plus,Cherry Kiss (Cherry Cola),True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-2-0-cherry-kiss
smok-spaceman-prism-20k-candy-trio,SMOK,Candy Trio,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-candy-trio
foodgod-zero-chilly-mango,Foodgod Zero,Chilly Mango 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/foodgod-zero-chilly-mango
kado-bar-vintage-edition-20k-colombian-peppermint-coffee,,Colombian Peppermint Coffee,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/kado-bar-vintage-edition-20k-colombian-peppermint-coffee
esco-bars-mesh-2500-blue-raspberry,Esco Bars Mesh 2500,Blue Raspberry,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/esco-bars-mesh-2500-blue-raspberry
tyson-2-0-heavy-weight-7000-cool-mint,,Cool Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/tyson-2-0-heavy-weight-7000-cool-mint
lost-mary-mt15000-turbo-banana-cake-1,,Banana Cake,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mt15000-turbo-banana-cake-1
oxbar-magic-maze-2-blue-slushy-ice,,Blue Slushy Ice (Aquarius),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/oxbar-magic-maze-2-blue-slushy-ice
mr-fog-switch-sw15000-blue-raspberry-magic-cotton-ice,,Blue Raspberry Magic Cotton Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/mr-fog-switch-sw15000-blue-raspberry-magic-cotton-ice
smok-novo-bar-al6000-cherry-cola,SMOK,Cherry Cola,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/smok-novo-bar-al6000-cherry-cola
lost-vape-lightrise-tb-18k-blueberry-raspberry,,Blueberry Raspberry,True,False,True,False,True,True,True,False,False,False,False,https://getpop.co/products/lost-vape-lightrise-tb-18k-blueberry-raspberry
north-5000-cherry-lemon-3-percent,,Cherry Lemon 3%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/north-5000-cherry-lemon-3-percent
elf-bar-bc5000-ultra-dragon-fruit-banana-berry,Elf Bar BC5000,Dragon Fruit Banana Berry,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-ultra-dragon-fruit-banana-berry
hyde-retro-rave-recharge-bananas-and-cream,Hyde,Bananas and Cream,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyde-retro-rave-recharge-bananas-and-cream
lost-vape-orion-bar-10000-blue-razz-ice-1,,Blue Razz Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-10000-blue-razz-ice-1
pop-hit-extra-3000-tfn-chilled-georgia-peach,Pop HIT Extra,Chilled Georgia Peach,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-extra-3000-tfn-chilled-georgia-peach
air-bar-ab5000-cool-mint-1,,Cool Mint,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-ab5000-cool-mint-1
lost-vape-orion-bar-7500-aloe-grape,Lost Vape Orion Bar 7500,Aloe Grape,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-aloe-grape
air-bar-diamond-500-aloe-blackcurrant,Air Bar Diamond 500,Aloe Blackcurrant,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-aloe-blackcurrant
7-daze-ohmlet-7000-blueberry-cake,7 Daze Ohmlet 7000,Blueberry Cake,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/7-daze-ohmlet-7000-blueberry-cake
hyppe-max-flow-supreme-banana-freeze,Hyppe Max Flow,Banana Freeze,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-supreme-banana-freeze
svl-bx12000-chill-mint-1,,Chill Mint,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/svl-bx12000-chill-mint-1
lost-mary-mo5000-blue-trio,Lost Mary MO5000,Blue Trio (Blueberry Raspberry Pomegranate),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/lost-mary-mo5000-blue-trio
geek-bar-meloso-max-9000-coconut-shake,,Coconut Shake,True,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/geek-bar-meloso-max-9000-coconut-shake
air-bar-ab10000-cool-mint-1,,Cool Mint,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-ab10000-cool-mint-1
tyson-round-2-frozen-strawberry,,Frozen Strawberry,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/tyson-round-2-frozen-strawberry
fume-extra-banana-ice,Fume Extra,Banana Ice,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/fume-extra-banana-ice
raz-tn9000-blue-raz-ice-1,,Blue Raz Ice,False,False,False,False,True,True,False,False,True,False,False,https://getpop.co/products/raz-tn9000-blue-raz-ice-1
puff-plus-banana-ice,Puff Plus,Banana Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-plus-banana-ice
pop-hit-bar-4000-cool-mint,Pop HIT Bar 4000,Cool Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/pop-hit-bar-4000-cool-mint
smok-spaceman-prism-20k-apple-kiwi-ice,SMOK,Apple Kiwi Ice,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-apple-kiwi-ice
space-mary-sm8000-cherry-razz-ice-1,,Cherry Razz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/space-mary-sm8000-cherry-razz-ice-1
foodgod-zero-frozen-grapes,Foodgod Zero,Frozen Grapes 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/foodgod-zero-frozen-grapes
puff-max-aloe-grape,Puff Max 5000,Aloe Grape,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/puff-max-aloe-grape
smok-novo-bar-al6000-blue-razz-ice,SMOK,Blue Razz Ice,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/smok-novo-bar-al6000-blue-razz-ice
elf-bar-bc5000-ultra-blue-razz-ice,Elf Bar BC5000,Blue Razz Ice,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-ultra-blue-razz-ice
lost-vape-orion-bar-7500-colombia-coffee-ice,Lost Vape Orion Bar 7500,Colombia Coffee Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-colombia-coffee-ice
monster-bars-3500-blueberry-raspberry-lemon-ice,Monster Bars 3500,Blueberry Raspberry Lemon Ice,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/monster-bars-3500-blueberry-raspberry-lemon-ice
uwell-caliburn-a2-black,UWELL,Caliburn A2 (Black),False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/uwell-caliburn-a2-black
pod-pocket-7500-clear-sapphire,,Clear Sapphire,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/pod-pocket-7500-clear-sapphire
hqd-cuvie-plus-blueberry,HQD Cuvie Plus,Blueberry,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-plus-blueberry
north-ft12000-clear,,Clear,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/north-ft12000-clear
foodgod-zero-coffee-affogato,Foodgod Zero,Coffee Affogato 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/foodgod-zero-coffee-affogato
jam-monster-salt-banana-jam,,Banana Jam,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/jam-monster-salt-banana-jam
air-bar-diamond-500-frozen-tundra-1,Air Bar Diamond 500,Frozen Tundra,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/air-bar-diamond-500-frozen-tundra-1
air-bar-box-3000-clear,Air Bar Box 3000,Clear,False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/air-bar-box-3000-clear
mintopia-turbo-9000-cherry-lemon-minty-os-1,,Cherry Lemon Minty O's,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/mintopia-turbo-9000-cherry-lemon-minty-os-1
oxbar-magic-maze-pro-10k-cherry-lemon-slushy-1,,Cherry Lemon Slushy,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/oxbar-magic-maze-pro-10k-cherry-lemon-slushy-1
geek-bar-pulse-15000-frozen-white-grape,,Frozen White Grape,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/geek-bar-pulse-15000-frozen-white-grape
hyde-n-bar-mini-cotton-cloudz,Hyde N-Bar Mini 2500,Cotton Cloudz,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/hyde-n-bar-mini-cotton-cloudz
hqd-cuvie-air-blue-razz,HQD Cuvie,Blue Razz,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/hqd-cuvie-air-blue-razz
zyn-cool-mint,,Cool Mint,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/zyn-cool-mint
lost-mary-os5000-banana-raspberry-ice,Lost Mary OS5000,Banana Raspberry Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-banana-raspberry-ice
hyppe-max-flow-supreme-cola-freeze-black,Hyppe Max Flow,Cola Freeze (Black),False,False,False,False,True,True,False,False,False,False,False,https://getpop.co/products/hyppe-max-flow-supreme-cola-freeze-black
lucy-breakers-espresso,,Espresso,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lucy-breakers-espresso
jam-monster-salt-black-cherry-jam,,Black Cherry Jam,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/jam-monster-salt-black-cherry-jam
smok-spaceman-prism-20k-blue-razz-watermelon,SMOK,Blue Razz Watermelon,True,False,False,False,True,True,True,False,False,True,False,https://getpop.co/products/smok-spaceman-prism-20k-blue-razz-watermelon
mr-fog-switch-sw15000-classic-mint-ice,,Classic Mint Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/mr-fog-switch-sw15000-classic-mint-ice
flum-pebble-6000-clear,Flum Pebble 6000,Clear,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/flum-pebble-6000-clear
hyde-rebel-pro-blue-razz-ice,Hyde,Blue Razz Ice,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/hyde-rebel-pro-blue-razz-ice
air-bar-diamond-box-20000-berries-blast-1,,Berries Blast,True,False,False,False,True,False,True,False,False,False,False,https://getpop.co/products/air-bar-diamond-box-20000-berries-blast-1
fume-pouches-citrus,,Citrus,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/fume-pouches-citrus
packspod-5000-big-red-apple,,Big Red Apple,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/packspod-5000-big-red-apple
lost-mary-os5000-zero-cherry-peach-lemonade-1,Lost Mary OS5000,Cherry Peach Lemonade 0%,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/lost-mary-os5000-zero-cherry-peach-lemonade-1
pod-juice-salt-blue-raspberry,Pod Juice Salt,Blue Raspberry,False,False,False,False,False,True,False,False,False,False,False,https://getpop.co/products/pod-juice-salt-blue-raspberry
lost-vape-orion-bar-7500-clear,Lost Vape Orion Bar 7500,Clear,False,False,False,False,True,False,False,False,False,False,False,https://getpop.co/products/lost-vape-orion-bar-7500-clear
fume-eternity-20000-black-ice,,Black Ice,True,False,False,False,True,True,True,False,False,False,False,https://getpop.co/products/fume-eternity-20000-black-ice
elf-bar-bc5000-cuba-cigar,Elf Bar BC5000,Cuba Cigar,False,False,False,False,False,False,False,False,False,False,False,https://getpop.co/products/elf-bar-bc5000-cuba-cigar
