title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
HEISENBERG BERRY MENTHOL - INNEVAPE - 100ML,INNEVAPE,HEISENBERG BERRY MENTHOL - INNEVAPE - 100ML,$13.99,"Shop the Heisenberg Berry Menthol by Innevape, featuring a blend of blue raspberries, blueberries, and frigid blue popsicles in a menthol-based eJuice.
HEISENBERG BERRY MENTHOL - INNEVAPE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/heisenberg-berry-menthol-innevape
STRAWBERRY - THE MILK SALTS - 30ML,FIND BRAND,STRAWBERRY - THE MILK SALTS - 30ML,$10.99,"Check out Strawberry by The Milk Salts, captivating the taste buds with a balanced nicotine salt infusion featuring fresh notes of milk and strawberry.
STRAWBERRY - THE MILK SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 24mg
• 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/strawberry-the-milk-salts
STRAWBERRY - THE MILK - 100ML,FIND BRAND,STRAWBERRY - THE MILK - 100ML,$13.99,"Shop Strawberry by The Milk, a decadent blend of creamy strawberry milk that will tantalize the taste buds and evoke memories with creamy fruity goodness.
STRAWBERRY - THE MILK - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/strawberry-the-milk
PINK BURST - FRUITIA SALTS - 30ML,FIND BRAND,PINK BURST - FRUITIA SALTS - 30ML,$10.99,"Indulge in Pink Burst by Fruitia Salts, featuring a nicotine salt formulation that embodies the reminiscent flavors of chewy candy infused with ripe strawberries.
PINK BURST - FRUITIA SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
INCLUDES:
• 1 Pink Burst - Fruitia Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,,https://www.elementvape.com/pink-burst-fruitia-salts
PACIFIC COOLER - FRUITIA SALTS - 30ML,FIND BRAND,PACIFIC COOLER - FRUITIA SALTS - 30ML,$10.99,"Discover Pacific Cooler by Fruitia Salts, featuring a nicotine salt formulation capturing the refreshing essence of tropical fruits from the pacific islands.
PACIFIC COOLER - FRUITIA SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
INCLUDES:
• 1 Pacific Cooler - Fruitia Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,,https://www.elementvape.com/pacific-cooler-fruitia-salts
CARIBBEAN BREEZE - FRUITIA SALTS - 30ML,FIND BRAND,CARIBBEAN BREEZE - FRUITIA SALTS - 30ML,$10.99,"Enjoy Caribbean Breeze by Fruitia Salts, featuring a nicotine salt blend of a luscious tropical fruit medley for a revitalizing and satisfying vaping experience. 
CARIBBEAN BREEZE - FRUITIA SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
INCLUDES:
• 1 Caribbean Breeze - Fruitia Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,,https://www.elementvape.com/caribbean-breeze-fruitia-salts
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX SALTS - 30ML,JUICE ROLL UPZ,WATERMELON LEMONADE - JUICE ROLL UPZ REMIX SALTS - 30ML,$10.99,"Try Watermelon Lemonade by Juice Roll Upz Remix Salts, captivating the senses with notes of lemonade and watermelons in a tasty nicotine salt blend.
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/watermelon-lemonade-juice-roll-upz-salt
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX - 100ML,JUICE ROLL UPZ,WATERMELON LEMONADE - JUICE ROLL UPZ REMIX - 100ML,$11.99,"Discover Watermelon Lemonade by Juice Roll Upz Remix, captivating the taste buds with sweet summertime watermelons juiced into a tall glass of lemonade.
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/watermelon-lemonade-juice-roll-upz
LEMON LIME SODA - JUICE ROLL UPZ REMIX SALTS - 30ML,JUICE ROLL UPZ,LEMON LIME SODA - JUICE ROLL UPZ REMIX SALTS - 30ML,$10.99,"Shop Lemon Lime Soda by Juice Roll Upz Remix Salts, a nicotine salt creation featuring vibrant citrus flavors like lemon and lime for a soda-flavored vape.
LEMON LIME SODA - JUICE ROLL UPZ REMIX SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/lemon-lime-soda-juice-roll-upz-salt
LEMON LIME SODA - JUICE ROLL UPZ REMIX - 100ML,JUICE ROLL UPZ,LEMON LIME SODA - JUICE ROLL UPZ REMIX - 100ML,$13.99,"Shop Lemon Lime Soda by Juice Roll Upz, mixing together notes of citrusy lemon and lime into a delectable eJuice that will captivate the taste buds.
LEMON LIME SODA - JUICE ROLL UPZ REMIX - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/lemon-lime-soda-juice-roll-upz
MANGO PEACH - JUICE ROLL UPZ REMIX SALTS - 30ML,JUICE ROLL UPZ,MANGO PEACH - JUICE ROLL UPZ REMIX SALTS - 30ML,$10.99,"Dive into Mango Peach by Juice Roll Upz Remix Salts, a nic salt blend of juicy mangoes and luscious peaches, whisking the taste buds to a tropical paradise.
MANGO PEACH - JUICE ROLL UPZ REMIX SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/mango-peach-juice-roll-upz-salt
MANGO PEACH - JUICE ROLL UPZ REMIX - 100ML,JUICE ROLL UPZ,MANGO PEACH - JUICE ROLL UPZ REMIX - 100ML,$11.99,"Shop Mango Peach by Juice Roll Upz, featuring a blend of tropical mangoes coupled with juicy peaches to create a tantalizing fruit eJuice blend.
MANGO PEACH - JUICE ROLL UPZ REMIX - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/mango-peach-juice-roll-upz
APPLE PEACH ICE - BLVK FUJI SALTS - 30ML,FIND BRAND,APPLE PEACH ICE - BLVK FUJI SALTS - 30ML,$10.99,"Shop Apple Peach by BLVK Fuji Salts, blending notes of sweet apples balanced with luscious peaches in a menthol nicotine salt to refresh the taste buds.
APPLE PEACH - BLVK FUJI SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Freebase Nicotine,USA,https://www.elementvape.com/apple-peach-blvk-fuji-salts
APPLE WATERMELON ICE - BLVK FUJI SALTS - 30ML,FIND BRAND,APPLE WATERMELON ICE - BLVK FUJI SALTS - 30ML,$10.99,"Crack open a bottle of Apple Watermelon by BLVK Fuji Apple Salts, combining delicious red Fuji apples enhanced with watermelon and refreshing menthol.
APPLE WATERMELON - BLVK FUJI SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salt
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salt,USA,https://www.elementvape.com/apple-watermelon-blvk-fuji-salts
APPLE GRAPE ICE - BLVK FUJI SALTS - 30ML,FIND BRAND,APPLE GRAPE ICE - BLVK FUJI SALTS - 30ML,$10.99,"Dive into Apple Grape by BLVK Fuji Salts, capturing a blend of sweet apples coupled with grapes and a splash of menthol in a vibrant nicotine salt mix.
APPLE GRAPE - BLVK FUJI SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Freebase Nicotine,USA,https://www.elementvape.com/apple-grape-blvk-fuji-salts
APPLE STRAWBERRY ICE - BLVK FUJI SALTS - 30ML,FIND BRAND,APPLE STRAWBERRY ICE - BLVK FUJI SALTS - 30ML,$10.99,"Check out Apple Strawberry by BLVK Fuji Salts, captivating the taste buds with a nicotine salt eJuice flavored with strawberry, apples, and chilly menthol.
APPLE STRAWBERRY - BLVK FUJI SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Freebase Nicotine,USA,https://www.elementvape.com/apple-strawberry-blvk-fuji-salts
APPLE BLUEBERRY ICE - BLVK FUJI SALTS - 30ML,FIND BRAND,APPLE BLUEBERRY ICE - BLVK FUJI SALTS - 30ML,$10.99,"Discover Apple Blueberry by BLVK Fuji Salts, a nicotine salt blend featuring crisp apples and vibrant notes of ripened blueberries with a splash of menthol.
APPLE BLUEBERRY - BLVK FUJI SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Freebase Nicotine,USA,https://www.elementvape.com/apple-blueberry-blvk-fuji-salts
ORIGINAL APPLE ICE - BLVK FUJI SALTS - 30ML,FIND BRAND,ORIGINAL APPLE ICE - BLVK FUJI SALTS - 30ML,$10.99,"SHop Original Apple by BLVK Fuji Salts, capturing the delicious flavor of sweet apples enhanced with a splash of refreshing menthol to elevate the flavor.
ORIGINAL APPLE - BLVK FUJI SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Freebase Nicotine,USA,https://www.elementvape.com/original-apple-blvk-fuji-salts
FROZTY MANGO - JUICE ROLL-UPZ - 100ML,FIND BRAND,FROZTY MANGO - JUICE ROLL-UPZ - 100ML,$13.99,"Discover Frozty Mango by Juice Roll-Upz, featuring a freebase nicotine formulation combining the sweet nectar flavor of mangoes infused with a blast of menthol.
FROZTY MANGO - JUICE ROLL-UPZ - 100ML FEATURES:
CAPACITY: 100mL Unicorn Bottle
VG: 70%
PG: 30%
NICOTINE: Freebase E-Liquid
Child Resistant Cap
INCLUDES:
• 1 Frozty Mango - Juice Roll-Upz - 100mL
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,70%,30%,,,https://www.elementvape.com/frozty-mango-juice-roll-upz
NOM POPS - NOMS 100 BY NOMENON - 100ML,FIND BRAND,NOM POPS - NOMS 100 BY NOMENON - 100ML,$13.99,"Check out Nom Pops by Noms 100, featuring a blend of sweet cherries, tangy blue raspberry, and a twist of citrusy lime to create a delectable eJuice.
NOM POPS - NOMS 100 - NOMENON E-LIQUIDS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/nom-pops-nomenon
CRANBERRY GRAPE - POD JUICE PJ5000 - 30ML,POD JUICE,CRANBERRY GRAPE - POD JUICE PJ5000 - 30ML,$10.99,"Check out Cranberry Grape by Pod Juice PJ5000, featuring delectably sweet grapes and tart cranberries to create a delicious synthetic nicotine salt blend.
CRANBERRY GRAPE - POD JUICE PJ5000 - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Synthetic Nicotine
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 55mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Synthetic Nicotine,USA,https://www.elementvape.com/cranberry-grape-pod-juice-pj5000-salts
LIME IN THE COCONUT - BLANK BAR SALTS - 30ML,BLANK BAR,LIME IN THE COCONUT - BLANK BAR SALTS - 30ML,$10.99,"Enjoy Lime In The Coconut by BLANK BAR Salts, featuring a nicotine salt blend capturing the essence of fresh cut coconut lined with a zesty squirt of lime juice.
LIME IN THE COCONUT - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Lime In The Coconut - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/lime-coconut-blank-bar-salts
STRAWBERRY BLISS - BLANK BAR SALTS - 30ML,BLANK BAR,STRAWBERRY BLISS - BLANK BAR SALTS - 30ML,$10.99,"Discover Strawberry Blss by BLANK BAR Salts, featuring a nicotine salt blend of a sweet harmony of strawberries and peaches for a delightful vaping experience.
STRAWBERRY BLISS - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Strawberry Bliss - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/strawberry-bliss-blank-bar-salts
DIAMOND ICE - BLANK BAR SALTS - 30ML,BLANK BAR,DIAMOND ICE - BLANK BAR SALTS - 30ML,$10.99,"Shop Diamond Ice by BLANK BAR Salts, featuring a nicotine salt blend of chilling menthol, fresh mint, and a hint of luscious black cherries for an invigorating vape.
DIAMOND ICE - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Diamond Ice - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/diamond-ice-blank-bar-salts
MELON BREEZY - BLANK BAR SALTS - 30ML,BLANK BAR,MELON BREEZY - BLANK BAR SALTS - 30ML,$10.99,"Explore Melon Breezy by BLANK BAR Salts, a nicotine salt blend capturing the refreshing essence of green melons and tangy kiwis for a cool vaping experience.
MELON BREEZY - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Melon Breezy - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/melon-breezy-blank-bar-salts
PASSION CITRUS - BLANK BAR SALTS - 30ML,BLANK BAR,PASSION CITRUS - BLANK BAR SALTS - 30ML,$10.99,"Experience Passion Citrus by BLANK BAR Salts, featuring a nicotine salt blend of exotic passionfruit, crisp red apples, and sour lemons for a tantalizing vape.
PASSION CITRUS - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Passion Citrus - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/passion-citrus-blank-bar-salts
PEACH CABANA - BLANK BAR SALTS - 30ML,BLANK BAR,PEACH CABANA - BLANK BAR SALTS - 30ML,$10.99,"Enjoy Peach Cabana by BLANK BAR Salts, featuring a nicotine salt blend of sweet peaches, tart pineapples, and tangy strawberries for a delightful vaping experience.
PEACH CABANA - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Peach Cabana - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/peach-cabana-blank-bar-salts
GREEN ALOE APPLE - BLANK BAR SALTS - 30ML,BLANK BAR,GREEN ALOE APPLE - BLANK BAR SALTS - 30ML,$10.99,"Check out Green Aloe Apple by BLANK BAR Salts, featuring a nicotine salt blend combining the crisp essence of green apples with the soothing notes of aloe vera.
GREEN ALOE APPLE - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Green Aloe Apple - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/green-aloe-apple-blank-bar-salts
GUAVA OBSESSION - BLANK BAR SALTS - 30ML,BLANK BAR,GUAVA OBSESSION - BLANK BAR SALTS - 30ML,$10.99,"Discover Guava Obsession by BLANK BAR, featuring a nicotine salt blend of juicy guavas, exotic passionfruit, bold pears, and tart kiwis for a satisfying vape.
GUAVA OBSESSION - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Guava Obsession - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/guava-obsession-blank-bar-salts
ELECTRIC APPLE CANDY - BLANK BAR SALTS - 30ML,BLANK BAR,ELECTRIC APPLE CANDY - BLANK BAR SALTS - 30ML,$10.99,"Shop Electric Apple Candy by BLANK BAR Salts, featuring a nicotine salt formulation embodying the electrifying notes of crispy green apple-flavored hard candy.
ELECTRIC APPLE CANDY - BLANK BAR SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Electric Apple Candy - BLANK BAR Salts - 30mL
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/electric-apple-candy-blank-bar-salts
MELON SPEARMINT - BLVK MINT SALTS - 30ML,FIND BRAND,MELON SPEARMINT - BLVK MINT SALTS - 30ML,$10.99,"Shop Melon Spearmint by BLVK Mint Salts, blending together notes of delightful watermelon and notes of spearmint in a nicotine salt base with menthol.
MELON SPEARMINT - BLVK MINT SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/melon-spearmint-blvk-mint-salts
APPLE SPEARMINT - BLVK MINT SALTS - 30ML,FIND BRAND,APPLE SPEARMINT - BLVK MINT SALTS - 30ML,$10.99,"Check out Apple Spearmint by BLVK Mint Salts, blending together notes of crisp apple in a vibrant spearmint flavored nicotine salt with menthol.
APPLE SPEARMINT - BLVK MINT SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/apple-spearmint-blvk-mint-salts
LIME SPEARMINT - BLVK MINT SALTS - 30ML,FIND BRAND,LIME SPEARMINT - BLVK MINT SALTS - 30ML,$10.99,"Shop Lime Spearmint by BLVK Mint Salts, featuring a spearmint base nicotine salt enhanced with a twist of lime to entice the tongue with citrusy flavor.
LIME SPEARMINT - BLVK MINT SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/lime-spearmint-blvk-mint-salts
