tag,title,display_type,color_display,touch_screen,curved_screen,battery_indicator,eliquid_indicator,smart_display,digital_display,hd_display,animated,backlit,link
reds-e-juice-strawberry-100ml,Reds E-juice 100mL Strawberry,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-e-juice-strawberry-100ml
reds-e-juice-apple-100ml,Reds E-juice 100mL Apple,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-e-juice-apple-100ml
reds-e-juice-grape-100ml,Reds E-juice 100mL Grape,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-e-juice-grape-100ml
daze-fusion-series-pineapple-mango-orange,Daze Fusion Series Pineapple Mango Orange,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-fusion-series-pineapple-mango-orange
reds-e-juice-100ml-glacial-mint,Reds E-juice 100mL Glacial Mint,False,False,False,False,False,True,False,False,False,False,False,https://csvape.com/products/reds-e-juice-100ml-glacial-mint
reds-e-juice-mango-iced-100ml,Reds E-juice 100mL Mango Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-e-juice-mango-iced-100ml
reds-berries-iced-salt-e-liquid,7 Daze Salt Apple Berries Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-berries-iced-salt-e-liquid
reds-watermelon-salt-e-liquid,7 Daze Salt Apple Watermelon,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-watermelon-salt-e-liquid
daze-apple-strawberry-ice-salt-e-liquid,7 Daze Salt Apple Strawberry Ice,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-apple-strawberry-ice-salt-e-liquid
reds-apple-strawberry-salt-e-liquid,7 Daze Salt Apple Strawberry,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-apple-strawberry-salt-e-liquid
daze-salt-fusion-series-raspberry-green-apple-watermelon,7 Daze Salt Fusion Series Raspberry Green Apple Watermelon,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-salt-fusion-series-raspberry-green-apple-watermelon
daze-salt-fusion-series-raspberry-green-apple-watermelon-iced,7 Daze Salt Fusion Series Raspberry Green Apple Watermelon Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-salt-fusion-series-raspberry-green-apple-watermelon-iced
reds-watermelon-iced-salt-e-liquid,7 Daze Salt Apple Watermelon Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-watermelon-iced-salt-e-liquid
reds-mango-iced-salt-e-liquid,7 Daze Salt Apple Mango Iced,False,False,False,False,False,True,False,False,False,False,False,https://csvape.com/products/reds-mango-iced-salt-e-liquid
reds-berries-salt-e-liquid,7 Daze Salt Apple Berries,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-berries-salt-e-liquid
reds-apple-guava-iced-salt-e-liquid,7 Daze Salt Apple Guava Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-apple-guava-iced-salt-e-liquid
daze-apple-peach-iced-salt-e-liquid,7 Daze Salt Apple Peach Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-apple-peach-iced-salt-e-liquid
reds-apple-iced-salt-e-liquid,7 Daze Salt Apple Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-apple-iced-salt-e-liquid
reds-grape-iced-salt-e-liquid,7 Daze Salt Apple Grape Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/reds-grape-iced-salt-e-liquid
red-s-apple-salt-e-liquid,7 Daze Salt Apple,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/red-s-apple-salt-e-liquid
daze-salt-fusion-series-grape-apple-aloe-iced,7 Daze Salt Fusion Series Grape Apple Aloe Iced,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-salt-fusion-series-grape-apple-aloe-iced
daze-salt-fusion-glacial-mint,7 Daze Salt Glacial Mint,False,False,False,False,False,False,False,False,False,False,False,https://csvape.com/products/daze-salt-fusion-glacial-mint
